SMILES,DrugBank,Name,CAS,Predict_RF_ECFP_reg,Predict_RF_MACCS_reg,Predict_GCN_reg,Predict_GAT_reg,Predict_MPNN_reg,Predict_AttentiveFP_reg,Avg. Prediction,DrugBank,CTD,Pubmed
NC(=O)c1cccc(O)c1O,DB04476,"Trencam-3,2-Hopo",,4.242412989,4.406786978,4.5837455,4.567565,4.653247,3.8682165,4.386995661,,,
Nc1ncccc1NCc1cccc(-c2ccc3cc[nH]c3c2)c1,DB07993,"N~3~-[3-(1H-INDOL-6-YL)BENZYL]PYRIDINE-2,3-DIAMINE",,4.52481463,4.506362567,4.1454396,4.19853,4.5049634,4.4418316,4.386990299,,,
CC[C@@](C)(N)C(=O)O,DB04171,D-Isovaline,,4.290748689,4.449255229,4.557022,4.1381326,4.9775615,3.9087772,4.386916203,,,
O=C1C[C@H]2CC[C@@H]1C2,DB03540,Norcamphor,,4.434783225,3.843215651,4.700417,4.7333946,5.1302896,3.4777498,4.386641646,,,
CN(C#N)NC(=O)OC(C)(C)C,DB08594,TERT-BUTYL 2-CYANO-2-METHYLHYDRAZINECARBOXYLATE,,4.900264341,4.615351414,4.116438,3.8078265,4.3016753,4.577469,4.386504093,,,
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,DB01299,Sulfadoxine,2447-57-6,4.128003081,4.240442766,4.31145,4.6252956,4.515402,4.4982967,4.386481691,,,
N#CCCCSC(=N)N,DB13010,4-isothioureidobutyronitrile,500863-50-3,4.388842459,4.202253032,4.052154,4.0930595,4.0221386,5.5602107,4.386443048,,,
Cc1cc(O)c(Cl)cc1C,DB15658,"2-chloro-4,5-dimethylphenol",1124-04-5,4.447544344,3.99261539,4.8540263,4.4013243,4.8690677,3.7534075,4.386330922,,,
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,DB15903,Chlormadinone acetate,302-22-7,4.599921706,4.493935161,4.1263614,4.6251287,4.3114424,4.159976,4.386127561,,,
O=P(O)(O)OC[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,DB02778,"2,5-Anhydroglucitol-1,6-Biphosphate",,4.221611366,4.734944355,4.3655334,3.9969935,4.8750906,4.121321,4.385915703,,,
CCCCCCCCCCCCCCCCS(=O)(=O)F,DB02035,Hexadecanesulfonyl fluoride,86855-26-7,4.828938132,4.908641393,4.558571,3.7092595,4.053752,4.256212,4.385895671,,,
NCCOC(=O)Cc1cccc2ccccc12,DB08115,2-aminoethyl naphthalen-1-ylacetate,,4.459750429,4.61244947,4.3368464,4.266342,4.42728,4.212571,4.385873216,,,
CC(=O)[C@@H](N)CCc1ccccc1,DB07913,HOMOPHENYLALANINYLMETHANE,,4.487278519,4.543359647,3.7028246,4.6744614,4.6243153,4.2821193,4.385726461,,,
C[Hg]SC[C@@H](N)C(=O)O,DB02750,S-(Methylmercury)-L-Cysteine,,4.228310498,4.611010296,4.2056,4.6963778,4.594115,3.9787455,4.385693182,,,
C[C@@H](CON=C1c2ccccc2-c2ccccc21)C(=O)O,DB07201,(2S)-3-[(9H-fluoren-9-ylideneamino)oxy]-2-methylpropanoic acid,,4.285108312,4.156248255,4.142014,4.4423804,4.70116,4.5862093,4.385520044,,,
C=C[C@@H]([NH3+])C(=O)[O-],DB01804,"2-Ammoniobut-3-Enoate, 2-Amino-3-Butenoate",,4.06734158,4.109033372,4.5856495,4.64201,5.119922,3.788186,4.385357075,,,
O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,DB13580,Succinylsulfathiazole,116-43-8,4.300429749,4.180109419,4.244879,4.7460485,4.418042,4.4217243,4.385205495,,,
O=C1CCCC/C=C/CCOC(=O)c2c(O)cc(O)c(Cl)c2C1,DB08346,"(5Z)-13-CHLORO-14,16-DIHYDROXY-3,4,7,8,9,10-HEXAHYDRO-1H-2-BENZOXACYCLOTETRADECINE-1,11(12H)-DIONE",,4.259847261,4.140850714,4.4161377,4.9020042,4.43543,4.156877,4.385191146,,,
O=CNC1CCCCC1,DB03559,Cyclohexylformamide,766-93-8,4.108595318,4.422098989,3.5770316,4.406002,5.030274,4.7653847,4.384897768,,,
O=C(O)[C@@H]1O[C@H](O)[C@H](OS(=O)(=O)O)[C@@H](O)[C@H]1O,DB03935,"1,4-Dideoxy-O2-Sulfo-Glucuronic Acid",,4.816981608,4.050436686,4.252004,4.1417365,4.968523,4.077487,4.384528132,,,
O=C(O)[C@@H]1O[C@@H](O)[C@H](OS(=O)(=O)O)[C@@H](O)[C@@H]1O,DB02264,O2-Sulfo-Glucuronic Acid,,4.816981608,4.050436686,4.252004,4.1417365,4.9685225,4.077487,4.384528049,,,
C[C@@H]1C(=O)O[C@H]2C[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@]21O,DB06743,Ginkgolide A,15291-75-5,4.643325757,4.046207166,4.898986,4.3521957,4.350958,4.015394,4.384511104,,,
O=[Si]([O-])O[Si]([O-])([O-])O[Si](=O)[O-].[Mg+2].[Mg+2],DB09281,Magnesium trisilicate,14987-04-3,4.168463774,5.131194058,4.300644,5.6231847,2.6853418,4.397316,4.384357389,,,
Cc1ccccc1C(=O)Nc1ccccc1,DB14728,Mebenil,7055-03-0,4.411175898,4.415436002,4.3954554,4.200715,4.481387,4.4016547,4.384304,,,
O=C(O)CCC(=O)c1ccc2c(c1)-c1cccc3cccc-2c13,DB08975,Florantyrone,519-95-9,4.57262683,4.731522361,4.108625,4.154264,4.3721433,4.3654547,4.384106032,,,
CCCC(C)(CO[N+](=O)[O-])CO[N+](=O)[O-],DB13408,Methylpropylpropanediol dinitrate,10605-24-0,4.421030475,4.143853778,4.069055,4.2225356,4.8576207,4.5894523,4.383924642,,,
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,DB00846,Flurandrenolide,1524-88-5,4.376799419,4.54003279,4.0788975,4.619462,4.4328218,4.2552934,4.383884485,,,
C1=Cc2ccccc2NN=C1,DB12537,"1,2-Benzodiazepine",264-60-8,4.566058004,4.621568208,3.7149277,4.0968146,3.5203695,5.7824936,4.383705269,,,
CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O,DB08814,Triflusal,322-79-2,4.708030057,3.790875578,4.2994576,4.316041,4.4694996,4.717677,4.383596806,,,
C[C@]12CC[C@@H]3c4cc(O)c(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,DB07706,2-Hydroxyestradiol,362-05-0,4.348829809,4.118220151,4.6900067,4.4536104,4.684633,4.006115,4.383569177,,,
CC[C@@H](N)C(=O)O,DB04454,Alpha-Aminobutyric Acid,,4.273934109,4.462528403,4.2552595,4.8552914,4.5730724,3.8811579,4.383540619,,,
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,DB00825,Levomenthol,2216-51-5,4.727241384,4.28266041,4.393382,4.2413526,4.566997,4.089593,4.383537732,,,
CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,DB11344,(+)-menthol,15356-60-2,4.727241384,4.28266041,4.3933816,4.241353,4.566997,4.089593,4.383537732,,,
Cc1cccc2c1C(=O)N(c1ccnc(Cl)c1)C2=O,DB06860,"2-(2-chloropyridin-4-yl)-4-methyl-1H-isoindole-1,3(2H)-dione",,4.491256052,4.036901555,4.342683,4.4868145,4.354756,4.58783,4.383373518,,,
O=C(O)CNC(=O)Cc1c[nH]c2ccccc12,DB07952,N-[1H-INDOL-3-YL-ACETYL]GLYCINE ACID,,4.094275373,4.834230686,4.191306,4.46244,4.4624805,4.255064,4.383299426,,,
Fc1ccc(-c2n[nH]cc2-c2ccncc2)cc1,DB07829,4-[3-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL]PYRIDINE,,4.500135907,4.652830909,4.2373037,4.479519,3.9040155,4.5259905,4.383299253,,,
COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,DB00700,Eplerenone,107724-20-9,4.556360035,4.672786221,4.3851986,4.2780337,4.302784,4.104538,4.383283426,,,
CNC[C@H](O)c1ccc(O)c(O)c1,DB00668,Epinephrine,51-43-4,4.414191994,4.318506842,5.175046,4.520396,3.7457168,4.1242914,4.383024839,,,
C/C(=C\CNc1ncnc2[nH]cnc12)CO,DB11337,Zeatin,1637-39-4,4.490961585,4.485414359,4.337967,3.712119,4.8074965,4.463621,4.382929907,,,
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1ccccc1O,DB03232,"2-[(2e,6e,10e,14e,18e,22e,26e)-3,7,11,15,19,23,27,31-Octamethyldotriaconta-2,6,10,14,18,22,26,30-Octaenyl]Phenol",,4.550466448,4.193315534,4.4542985,3.971816,4.6672015,4.4598446,4.382823764,,,
CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](CO)NC(C)=O,DB06960,"N-[(1R,2R,3E)-2-hydroxy-1-(hydroxymethyl)heptadec-3-en-1-yl]acetamide",,4.174720965,4.737491664,3.6436615,4.0941095,5.2758465,4.370963,4.382798855,,,
CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,DB14538,Hydrocortisone aceponate,74050-20-7,4.363550448,4.596275835,4.4334116,4.4123297,4.3989387,4.0921497,4.382775997,,,
O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.[Fe+3].[OH-].[OH-].[OH-],DB15763,Iron polymaltose,53858-86-9,4.037271802,4.425620906,4.521106,4.1698737,4.185285,4.9553213,4.382413118,,,
CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1,DB06814,Protokylol,136-70-9,4.283239123,4.601485209,4.5783963,4.069165,4.5324297,4.22931,4.382337555,,,
O=C1Nc2ccccc2/C1=C/Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,DB08125,"4-{[(2-Oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]amino}-N-(1,3-thiazol-2-yl)benzenesulfonamide",,4.301955653,4.760039435,4.237778,4.34688,3.9939148,4.652024,4.382098648,,,
OCCOCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,DB06640,Fispemifene,341524-89-8,5.201092664,4.190081881,4.339691,3.7943318,4.5076423,4.259504,4.382057274,,,
CS(=O)(=O)F,DB13058,Methanesulfonyl Fluoride,558-25-8,4.791602003,4.932992805,4.4966245,4.6680956,4.2009597,3.201663,4.381989601,,,
Nc1cccc2cc3ccccc3cc12,DB01976,Aminoanthracene,62813-37-0,4.633963291,4.331007887,4.3580413,4.186603,4.6361485,4.1417575,4.38125358,,,
CN1C(=O)CCC1(C)C,DB03968,"1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine",,4.650693643,4.484699526,4.271449,4.0661116,4.975334,3.8392031,4.381248478,,,
N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,DB01685,Topiroxostat,577778-58-6,4.549944857,4.134580793,4.295118,4.4994535,4.3309345,4.477357,4.381231442,,,
c1cnc2c(c1)ccc1cccnc12,DB02365,"1,10-Phenanthroline",66-71-7,5.038897935,4.278963273,4.1682224,4.0966144,4.6173086,4.0871515,4.381193018,,,
O=C1c2ccccc2C(=O)N1CCOC(=S)Nc1ccc(Cl)cc1,DB08282,"O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-chlorophenyl)thiocarbamate",,4.312647752,4.701636852,4.387665,4.5838156,3.7791922,4.5215616,4.381086501,,,
O=C1c2ccccc2C(=O)C1c1ccc(F)cc1,DB13136,Fluindione,957-56-2,4.668262087,4.963665096,4.2101603,4.3640833,3.7725263,4.3069367,4.380938964,,,
O=C1N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]1Cc1ccc(O)cc1,DB08761,"(3S,6S)-3,6-bis(4-hydroxybenzyl)piperazine-2,5-dione",,4.110406251,4.421232494,4.563399,4.5972967,4.228643,4.3645697,4.380924524,,,
CCCc1oc(CCC(=O)O)c(C(=O)O)c1C,DB07517,3-CARBOXY-4-METHYL-5-PROPYL-2-FURANPROPIONIC,,4.470113524,4.457787323,4.7682586,3.7964835,4.4634624,4.3291855,4.380881808,,,
CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,DB00979,Cyclopentolate,512-15-2,4.515036005,4.897737621,3.7889595,4.2576737,4.3431783,4.4816027,4.380697971,,,
O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,DB01138,Sulfinpyrazone,57-96-5,4.197426058,4.638349901,3.770349,4.83838,4.395355,4.443286,4.380524326,,,
N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,DB00594,Amiloride,2609-46-3,4.866643884,4.464579915,4.137633,4.574774,3.9743145,4.2650647,4.380501666,,,
O=C(O)c1ccc(-c2ccc(F)cc2)cc1,DB07108,"4'-FLUORO-1,1'-BIPHENYL-4-CARBOXYLIC ACID",,4.31172739,3.759874004,4.725901,4.8445263,4.2770967,4.3629317,4.380342849,,,
CCC1(c2c[nH]cn2)Cc2ccc(F)cc2C1,DB06585,Fipamezole,150586-58-6,4.413304415,4.633515906,4.1775937,4.068881,4.3786654,4.6097093,4.380278287,,,
O=C(Nc1ccc(O)cc1)c1ccccc1O,DB16273,Osalmid,526-18-1,4.537542206,4.573344386,4.464271,4.4073915,4.064548,4.2331676,4.380044115,,,
CS(=O)(=O)OCCCCOS(C)(=O)=O,DB01008,Busulfan,55-98-1,4.83715918,4.907588463,4.496231,4.001829,4.027541,4.0080853,4.379738991,,,
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,DB11102,N-acetyltyrosine,537-55-3,4.19490663,4.570523502,3.895103,4.3220644,4.9966183,4.2991986,4.379735739,,,
CSCC[C@H](N)C(=O)O,DB00134,Methionine,63-68-3,4.109556663,4.571464634,4.182689,4.8117557,4.5891685,4.013463,4.379682916,,,
CSCC[C@@H](N)C(=O)O,DB02893,D-Methionine,348-67-4,4.109556663,4.571464634,4.182689,4.8117557,4.5891685,4.013463,4.379682916,,,
Cc1ccc(Sc2cccc3nc(N)nc(N)c23)cc1,DB04306,"5-[(4-Methylphenyl)Sulfanyl]-2,4-Quinazolinediamine",,4.647257321,4.295367507,4.0454445,4.2728457,4.4552107,4.561941,4.379677788,,,
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,DB01222,Budesonide,51333-22-3,4.118736027,4.486062886,4.4843855,4.289332,4.5086823,4.39079,4.379664785,,,
O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O,DB01681,Benzene Hexacarboxylic Acid,517-60-2,3.921751022,4.079618267,4.6128807,3.9433982,4.8160768,4.904147,4.379645331,,,
N[C@@H](CSCc1ccccc1)C(=O)O,DB04531,S-Benzylcysteine,3054/1/1,4.409108486,4.470803167,3.882843,4.590008,4.6314797,4.293561,4.379633892,,,
Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,DB06807,Phenyl aminosalicylate,133-11-9,4.837728705,4.685666354,3.9387083,4.424254,4.1704464,4.2206516,4.379575893,,,
N[C@@H](Cc1ccc(O)cc1)C(=O)O,DB00135,Tyrosine,60-18-4,4.207514291,4.414227337,4.1031103,4.7538977,4.60288,4.1947565,4.379397688,,,
N[C@H](Cc1ccc(O)cc1)C(=O)O,DB03839,D-Tyrosine,556-02-5,4.207514291,4.414227337,4.1031103,4.7538977,4.60288,4.1947565,4.379397688,,,
N[C@H](C(=O)O)c1cc(O)cc(O)c1,DB04228,Dihydroxyphenylglycine,162870-29-3,4.436525431,4.44484799,4.407293,5.25696,3.6909618,4.03951,4.379349703,,,
O=C1CCC/C=C/CCOC(=O)c2c(O)cc(O)c(Cl)c2C1,DB08293,"(5E)-12-CHLORO-13,15-DIHYDROXY-4,7,8,9-TETRAHYDRO-2-BENZOXACYCLOTRIDECINE-1,10(3H,11H)-DIONE",,4.254071575,4.140850714,4.4232078,4.8658257,4.4232254,4.1684594,4.379273432,,,
N#Cc1ccc(Nc2nc(N)nc(Oc3c(Cl)cccc3Cl)n2)cc1,DB07343,"4-[4-AMINO-6-(2,6-DICHLORO-PHENOXY)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE",,4.513952435,4.513352435,4.126794,4.3324633,3.970371,4.8175454,4.379079762,,,
CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@H]3[C@H]([C@@H](C)C[C@]12C)[C@H]1CCC(=O)C=C1C[C@H]3C,DB16141,Dimethandrolone Undecanoate,366472-45-9,4.335160869,4.213155352,4.8726897,4.276903,4.310274,4.2660837,4.379044437,,,
O=C1CCC/C=C\CCOC(=O)c2c(O)cc(O)c(Cl)c2C1,DB08292,"(5Z)-12-CHLORO-13,15-DIHYDROXY-4,7,8,9-TETRAHYDRO-2-BENZOXACYCLOTRIDECINE-1,10(3H,11H)-DIONE",,4.254071575,4.140850714,4.4232078,4.8658257,4.423276,4.16665,4.378980298,,,
CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,DB06738,Ketobemidone,469-79-4,4.625192582,5.021908022,3.6212287,4.1851892,4.3717885,4.4459534,4.378543401,,,
CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,DB14543,Hydrocortisone probutate,72590-77-3,4.358895519,4.596275835,4.3704257,4.4110985,4.431975,4.101937,4.378434592,,,
CCC(Br)(CC)C(=O)NC(N)=O,DB13817,Carbromal,77-65-6,4.19331329,4.847487886,3.6470857,4.18664,5.1246653,4.2709327,4.378354146,,,
CC(=O)Nc1ccc(C(=O)O)cc1NC(=O)CO,DB04565,4-(Acetylamino)-3-[(Hydroxyacetyl)Amino]Benzoic Acid,,4.285869935,4.544580039,4.4164977,4.3929176,4.0902653,4.5396624,4.378298829,,,
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,DB01320,Fosphenytoin,93390-81-9,4.684023547,4.343780564,4.009459,4.704404,4.1959305,4.3315144,4.378185335,,,
O=C(O)[C@@H]1C[C@@H](O)CN1,DB08847,Hydroxyproline,51-35-4,4.328509511,4.515736663,4.486155,4.464654,4.457663,4.015748,4.378077696,,,
CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,DB12232,KRN-7000,158021-47-7,4.172885947,4.258582009,4.7512407,4.2883816,4.6584496,4.1383414,4.377980209,,,
CSSC[C@H](N)C(=O)O,DB02361,S-Methyl Thiocysteine Group,,4.156468093,4.559165374,4.2844524,4.650006,4.590091,4.027348,4.377921811,,,
C[C@@H]([C@H](O)c1ccccc1)N(C)C,DB11278,DL-Methylephedrine,1201-56-5,4.66948233,4.669860448,3.5909977,4.4106593,4.3851314,4.539446,4.377596196,,,
CCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,DB03832,"3-Carboxy-N,N,N-Trimethyl-2-(Octanoyloxy)Propan-1-Aminium",,4.218012292,4.553569206,4.748996,4.1886535,4.3082833,4.2477407,4.3775425,,,
COc1cccc(OC)c1-c1cc2cnc(N)nc2nc1N,DB08145,"6-(2,6-DIMETHOXYPHENYL)PYRIDO[2,3-D]PYRIMIDINE-2,7-DIAMINE",,4.388189988,4.780150162,4.291078,4.3584414,3.7837646,4.66344,4.377510692,,,
CC(=O)N[C@H]([C@@H](O)CC(=O)C(=O)O)[C@@H](O)[C@H](O)[C@H](O)CO,DB11797,Aceneuramic acid,131-48-6,4.159939529,4.147275679,4.130625,4.5430236,4.92384,4.358445,4.377191468,,,
CCOC(=O)c1cccc(N)c1,DB11552,Tricaine,582-33-2,4.923211357,4.788598276,4.170608,4.2309456,4.156727,3.9929228,4.377168839,,,
O=C(O)CSCC(=O)NC1CCSC1=O,DB05057,Erdosteine,84611-23-4,4.306980388,4.658625213,4.0264177,5.0420218,4.078235,4.1500874,4.37706125,,,
CCc1cc(CCN)ccc1O,DB07346,4-(2-aminoethyl)-2-ethylphenol,,4.296061798,4.466079381,4.6223683,4.3955812,4.4609714,4.020733,4.376965846,,,
CN(C)CCOC(c1ccccc1)c1ccccc1,DB01075,Diphenhydramine,58-73-1,4.954418842,4.667911884,3.741877,4.5480833,3.8269114,4.5223665,4.376928154,,,
c1ccc2c(c1)-c1nc-2nc2[nH]c(nc3nc([nH]c4nc(n1)-c1ccccc1-4)-c1ccccc1-3)c1ccccc21,DB12983,Phthalocyanine,574-93-6,4.697743517,4.256801819,4.489384,4.164945,4.050478,4.6013865,4.376789806,,,
Oc1cccc(-c2c(Cl)cccc2Cl)c1O,DB03259,"2',6'-Dichloro-Biphenyl-2,6-Diol",,4.278776711,4.30659539,4.5932198,4.4589324,4.5049953,4.1179376,4.376742867,,,
O=C(O)C1CCCNC1,DB08849,Nipecotic acid,498-95-3,3.99139725,4.156897473,4.228573,4.771679,4.7604012,4.35149,4.376739654,,,
CCCCC(C)(C)[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC/C=C/C(=O)OC,DB08964,Gemeprost,64318-79-2,4.65444518,4.270801562,3.7840753,4.3419065,4.8392105,4.368019,4.376409674,,,
CCC(C(N)=O)N1CCCC1=O,DB11868,Etiracetam,33996-58-6,4.413893983,4.518273199,4.5303187,4.341186,4.3183036,4.1363077,4.37638053,,,
CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4C[C@@](C)(C(=O)O)CC[C@]4(C)CC[C@]23C)C1(C)C,DB13640,Acetoxolone,6277-14-1,4.218374904,4.573552642,4.024105,4.3813586,4.7636147,4.29723,4.376372641,,,
C/C=C(\NC)C(=O)O,DB04225,N-Methyldehydrobutyrine,,4.294952873,4.635589936,3.627048,4.267131,5.1696825,4.2632475,4.376275301,,,
C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C=C(OC5CCCC5)CC[C@@H]4[C@H]3CC[C@@]21C,DB13685,Quingestanol,10592-65-1,4.585850408,4.187912409,4.573562,4.3756285,4.4118834,4.122655,4.376248619,,,
Nc1c2c(nc3ccccc13)CCCC2,DB00382,Tacrine,321-64-2,4.563333312,4.692104226,4.3050694,4.1420064,4.3539276,4.1998863,4.37605454,,,
C[N+](C)(C)CCS,DB01803,2-(Trimethylammonium)Ethyl Thiol,,4.311474405,4.64695152,4.4562173,4.4638286,3.942132,4.4353,4.375983971,,,
CCCN[C@H]1CCc2nc(N)sc2C1,DB00413,Pramipexole,104632-26-0,4.481174262,4.756621598,4.8456426,3.24144,4.687816,4.24261,4.375884077,,,
CCCN[C@@H]1CCc2nc(N)sc2C1,DB15130,Dexpramipexole,104632-28-2,4.481174262,4.756621598,4.8456426,3.24144,4.687816,4.24261,4.375884077,,,
COC(=O)c1ccccc1C(=O)OC,DB13336,Dimethylphthalate,131-11-3,4.35848536,5.319651171,4.058839,3.9745176,4.396923,4.146884,4.375883355,,,
C[n+]1cccc(C(N)=O)c1,DB11710,Trigonellamide,3106-60-3,5.061518704,3.789967577,4.255422,4.0277767,4.489982,4.630128,4.375799163,,,
NC(N)=NCC(=O)O,DB02751,Glycocyamine,352-97-6,4.019278735,4.376681304,4.9120803,4.8282895,3.467349,4.650867,4.37575764,,,
Cc1nc2c(=O)[nH]c(N)nc2o1,DB02993,8-Methyl-9-Oxoguanine,,4.537571253,4.583398356,4.024072,4.462472,4.4442253,4.202656,4.375732485,,,
O=C(O)c1ccccc1O.c1c[nH]cn1,DB13860,Imidazole salicylate,36364-49-5,4.21181467,4.20495334,4.440464,4.0820413,5.1593876,4.1550713,4.375622035,,,
C=CC(=O)c1ccc(CCCCCC)cc1,DB08085,1-(4-HEXYLPHENYL)PROP-2-EN-1-ONE,,4.41155533,4.224335012,5.2652593,4.3763404,3.638023,4.3363748,4.37531464,,,
CCN(CC)c1ccc(/C=C(\C)C(=O)O)c(O)c1,DB07668,alpha-Methyl-2-hydroxy-4-diethylaminocinnamic acid,125769-41-7,4.338682963,4.591025239,4.286851,4.3709207,4.199246,4.46471,4.375239317,,,
OC[C@H]1CNC[C@@H](O)[C@@H]1O,DB04545,Afegostat,169105-89-9,4.294758142,4.221735103,4.457024,4.5366936,4.6021876,4.138107,4.375084241,,,
O=C(CN(CCO)S(=O)(=O)c1ccc(-c2ccccc2)cc1)NO,DB08029,N~2~-(biphenyl-4-ylsulfonyl)-N-hydroxy-N~2~-(2-hydroxyethyl)glycinamide,,4.59977177,4.24644747,4.5801945,3.700406,4.540908,4.5826015,4.375054873,,,
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,DB00710,Ibandronate,114084-78-5,3.966719839,4.046567574,5.4571753,4.182675,4.5154557,4.0808473,4.374906786,,,
O=C(O)CCc1cc(I)c(Oc2ccc(O)cc2)c(I)c1,DB12629,"3,5-diiodothyropropionic acid",1158-10-7,4.334772285,4.219622886,4.268293,4.6898737,4.2388244,4.4975543,4.374823429,,,
N[C@@H](Cc1ccccn1)c1ccccc1,DB11889,Lanicemine,153322-05-5,4.459297709,4.527219571,4.14968,4.144165,4.538251,4.429578,4.374698547,,,
Cc1cccc(C(C)c2cnc[nH]2)c1C,DB11428,Medetomidine,86347-14-0,4.985677683,4.632495554,4.3509965,4.098435,3.787387,4.393079,4.374678456,,,
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2(Br)Br,DB15659,"alpha,alpha-Dibromo-D-camphor",514-12-5,4.169526785,4.36521944,4.2777114,4.2836885,5.074859,4.0770473,4.374675404,,,
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[67Ga+3],DB06784,Gallium citrate Ga-67,41183-64-6,4.09004389,4.480874641,4.136353,4.843422,4.5882807,4.1089077,4.374646988,,,
C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,DB00990,Exemestane,107868-30-4,4.555653956,4.457354405,4.0805016,4.4158945,4.328884,4.409274,4.374593744,,,
C=C(O[C@H]1C=CC=C(C(=O)[O-])[C@@H]1O)C(=O)[O-],DB02793,Isochorismic Acid,22642-82-6,4.406332187,4.005339482,4.1187196,4.4319987,5.1453295,4.1394644,4.374530645,,,
O=[N+]([O-])c1ccc(OP(=O)(O)Oc2ccc([N+](=O)[O-])cc2)cc1,DB07418,bis(4-nitrophenyl) hydrogen phosphate,,5.103858404,4.088050815,4.3721323,4.2975636,3.3776608,5.007394,4.37444332,,,
CCCCCCCCCCC1=C(C)C(=O)C(OC)=C(OC)C1=O,DB07640,"2-decyl-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione",,4.523678944,4.346812509,4.13864,4.231685,4.781381,4.224001,4.374366409,,,
